quarter,as_on_date,symbol,company,sector,universe,fii_pct,dii_pct,source,updated_at
2024Q4,31-DEC-2024,MOTHERSON,Samvardhana Motherson International Limited,Auto,Nifty Next 50,14.32,19.25,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194846_1347134_16012025022047_WEB.xml,2026-05-22T16:54:09+00:00
2024Q4,31-DEC-2024,MOTILALOFS,Motilal Oswal Financial Services Limited,Financial Services,Midcap,5.89,6.39,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194920_1347746_16012025052506_WEB.xml,2026-06-04T17:26:28+00:00
2024Q4,31-DEC-2024,MPHASIS,MphasiS Limited,IT,Midcap,20.78,34.62,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194960_1348054_16012025065609_WEB.xml,2026-06-04T17:26:33+00:00
2024Q4,31-DEC-2024,MRF,MRF Limited,Auto,Midcap,18.19,12.0,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195485_1352151_20012025024323_WEB.xml,2026-06-04T17:26:39+00:00
2024Q4,31-DEC-2024,MUTHOOTFIN,Muthoot Finance Limited,Financial Services,Midcap,10.26,12.99,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194403_1343247_13012025115807_WEB.xml,2026-06-04T17:26:45+00:00
2024Q4,31-DEC-2024,NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,Midcap,8.29,13.02,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195735_1353866_20012025074505_WEB.xml,2026-06-04T17:26:51+00:00
2024Q4,31-DEC-2024,NAUKRI,Info Edge (India) Limited,Consumer Services,Nifty Next 50,32.63,19.24,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194938_1347912_16012025060427_WEB.xml,2026-05-22T16:54:17+00:00
2024Q4,31-DEC-2024,NESTLEIND,Nestle India Limited,FMCG,Nifty 50,10.26,10.8,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195162_1349719_17012025053614_WEB.xml,2026-05-22T17:01:07+00:00
2024Q4,31-DEC-2024,NHPC,NHPC Limited,Power,Nifty Next 50,8.78,10.04,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195119_1349419_17012025043844_WEB.xml,2026-05-22T16:54:25+00:00
2024Q4,31-DEC-2024,NMDC,NMDC Limited,Mining,Nifty Next 50,12.12,14.47,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195400_1351585_20012025112111_WEB.xml,2026-05-22T16:54:33+00:00
2024Q4,31-DEC-2024,NTPC,NTPC Limited,Power,Nifty 50,18.2,26.76,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194942_1347932_16012025060943_WEB.xml,2026-05-22T17:01:15+00:00
2024Q4,31-DEC-2024,NYKAA,FSN E-Commerce Ventures Limited,Consumer Services,Midcap,9.04,23.56,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195823_1354437_21012025121621_WEB.xml,2026-06-04T17:26:56+00:00
2024Q4,31-DEC-2024,OBEROIRLTY,Oberoi Realty Limited,Realty,Midcap,20.24,10.05,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194793_1346806_16012025104552_WEB.xml,2026-06-04T17:27:01+00:00
2024Q4,31-DEC-2024,OFSS,Oracle Financial Services Software Limited,IT,Midcap,8.49,9.37,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194077_1340196_09012025113535_WEB.xml,2026-06-04T17:27:07+00:00
2024Q4,31-DEC-2024,ONGC,Oil & Natural Gas Corporation Limited,Oil & Gas,Nifty 50,7.53,19.41,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195185_1349949_17012025062351_WEB.xml,2026-05-22T17:01:23+00:00
2024Q4,31-DEC-2024,PAGEIND,Page Industries Limited,Textiles,Midcap,22.66,29.43,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194527_1344263_13012025065505_WEB.xml,2026-06-04T17:27:12+00:00
2024Q4,31-DEC-2024,PATANJALI,Patanjali Foods Limited,FMCG,Midcap,13.32,6.27,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194300_1342223_10012025052324_WEB.xml,2026-06-04T17:27:18+00:00
2024Q4,31-DEC-2024,PAYTM,One 97 Communications Limited,Financial Services,Midcap,56.2,11.88,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194155_1340917_09012025050126_WEB.xml,2026-06-04T17:27:23+00:00
2024Q4,31-DEC-2024,PEL,Piramal Enterprises Limited,Financial Services,Midcap,16.43,13.82,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195233_1444645_20052025063937_WEB.xml,2026-06-04T17:27:26+00:00
2024Q4,31-DEC-2024,PERSISTENT,Persistent Systems Limited,IT,Midcap,24.75,26.26,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194832_1347076_16012025013204_WEB.xml,2026-06-04T17:27:35+00:00
2024Q4,31-DEC-2024,PETRONET,Petronet LNG Limited,Oil & Gas,Midcap,28.61,11.1,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194501_1343945_13012025052807_WEB.xml,2026-06-04T17:27:40+00:00
2024Q4,31-DEC-2024,PFC,Power Finance Corporation Limited,Financial Services,Nifty Next 50,18.04,17.16,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195614_1353034_20012025052145_WEB.xml,2026-05-22T16:54:41+00:00
2024Q4,31-DEC-2024,PHOENIXLTD,The Phoenix Mills Limited,Realty,Midcap,35.66,13.02,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195687_1353585_20012025063702_WEB.xml,2026-06-04T17:27:45+00:00
2024Q4,31-DEC-2024,PIDILITIND,Pidilite Industries Limited,Chemicals,Nifty Next 50,11.79,9.16,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195128_1369904_04022025125044_WEB.xml,2026-05-22T16:54:49+00:00
2024Q4,31-DEC-2024,PIIND,PI Industries Limited,Chemicals,Midcap,18.46,27.21,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194305_1342302_10012025055223_WEB.xml,2026-06-04T17:27:51+00:00
2024Q4,31-DEC-2024,PNB,Punjab National Bank,Banking,Midcap,5.7,14.31,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194058_1339937_08012025064458_WEB.xml,2026-06-04T17:27:56+00:00
2024Q4,31-DEC-2024,POLICYBZR,PB Fintech Limited,Financial Services,Midcap,47.79,20.57,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195224_1357252_22012025060340_WEB.xml,2026-06-04T17:28:01+00:00
2024Q4,31-DEC-2024,POLYCAB,Polycab India Limited,Consumer Durables,Midcap,12.76,10.67,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195683_1438344_14052025024914_WEB.xml,2026-06-04T17:28:07+00:00
2024Q4,31-DEC-2024,POWERGRID,Power Grid Corporation of India Limited,Power,Nifty 50,28.12,17.04,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195697_1353648_20012025064713_WEB.xml,2026-05-22T17:01:32+00:00
2024Q4,31-DEC-2024,PRESTIGE,Prestige Estates Projects Limited,Realty,Midcap,19.3,16.73,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196009_1356148_21012025064602_WEB.xml,2026-06-04T17:28:12+00:00
2024Q4,31-DEC-2024,RECLTD,REC Limited,Financial Services,Nifty Next 50,21.73,13.9,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195014_1348600_17012025120400_WEB.xml,2026-05-22T16:54:57+00:00
2024Q4,31-DEC-2024,RELIANCE,Reliance Industries Limited,Conglomerate,Nifty 50,19.15,19.1,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195954_1355437_21012025045527_WEB.xml,2026-05-22T17:01:40+00:00
2024Q4,31-DEC-2024,RVNL,Rail Vikas Nigam Limited,Infrastructure,Midcap,5.1,6.16,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195169_1349772_17012025054942_WEB.xml,2026-06-04T17:28:18+00:00
2024Q4,31-DEC-2024,SAIL,Steel Authority of India Limited,Metals,Midcap,2.59,15.87,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196114_1365863_30012025040318_WEB.xml,2026-06-04T17:28:24+00:00
2024Q4,31-DEC-2024,SBICARD,SBI Cards and Payment Services Limited,Financial Services,Nifty Next 50,9.51,16.48,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194939_1347914_16012025060428_WEB.xml,2026-05-22T16:55:05+00:00
2024Q4,31-DEC-2024,SBILIFE,SBI Life Insurance Company Limited,Insurance,Nifty 50,22.48,17.92,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194472_1343754_13012025042455_WEB.xml,2026-05-22T17:01:48+00:00
2024Q4,31-DEC-2024,SBIN,State Bank of India,Banking,Nifty 50,10.28,24.92,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195678_1353485_20012025062232_WEB.xml,2026-05-22T17:01:57+00:00
2024Q4,31-DEC-2024,SHREECEM,SHREE CEMENT LIMITED,Cement,Nifty Next 50,9.88,15.02,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194215_1341520_10012025121806_WEB.xml,2026-05-22T16:55:14+00:00
2024Q4,31-DEC-2024,SHRIRAMFIN,Shriram Finance Limited,Financial Services,Nifty Next 50,53.08,15.94,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195940_1355297_21012025042711_WEB.xml,2026-05-22T16:55:22+00:00
2024Q4,31-DEC-2024,SIEMENS,Siemens Limited,Capital Goods,Nifty Next 50,8.77,6.78,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195511_1352313_20012025032436_WEB.xml,2026-05-22T16:55:30+00:00
2024Q4,31-DEC-2024,SOLARINDS,Solar Industries India Limited,Chemicals,Midcap,7.23,12.79,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194054_1339872_08012025061519_WEB.xml,2026-06-04T17:28:30+00:00
2024Q4,31-DEC-2024,SONACOMS,Sona BLW Precision Forgings Limited,Auto,Midcap,33.25,31.15,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194551_1344557_14012025112611_WEB.xml,2026-06-04T17:28:36+00:00
2024Q4,31-DEC-2024,SRF,SRF Limited,Chemicals,Midcap,18.36,17.77,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195827_1354453_21012025122248_WEB.xml,2026-06-04T17:28:41+00:00
2024Q4,31-DEC-2024,SUNDARMFIN,Sundaram Finance Limited,Financial Services,Midcap,18.61,7.86,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194534_1344342_13012025074109_WEB.xml,2026-06-04T17:28:47+00:00
2024Q4,31-DEC-2024,SUNPHARMA,Sun Pharmaceutical Industries Limited,Pharma,Nifty 50,18.05,18.55,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195742_1353889_20012025075522_WEB.xml,2026-05-22T17:02:05+00:00
2024Q4,31-DEC-2024,SUPREMEIND,Supreme Industries Limited,Consumer Durables,Midcap,24.7,11.95,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194436_1343496_13012025025818_WEB.xml,2026-06-04T17:28:53+00:00
2024Q4,31-DEC-2024,SUZLON,Suzlon Energy Limited,Power,Midcap,22.88,9.31,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194861_1347235_16012025025856_WEB.xml,2026-06-04T17:28:58+00:00
2024Q4,31-DEC-2024,SWIGGY,Swiggy Limited,Consumer Services,Nifty Next 50,6.18,7.75,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195733_1353861_20012025074334_WEB.xml,2026-05-22T16:55:38+00:00
2024Q4,31-DEC-2024,SYNGENE,Syngene International Limited,Pharma,Midcap,20.64,19.53,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195264_1350711_18012025040450_WEB.xml,2026-06-04T17:29:04+00:00
2024Q4,31-DEC-2024,TATACHEM,Tata Chemicals Limited,Chemicals,Midcap,13.61,21.68,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195916_1355086_21012025034005_WEB.xml,2026-06-04T17:29:09+00:00
2024Q4,31-DEC-2024,TATACOMM,Tata Communications Limited,Telecom,Midcap,17.8,13.66,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194190_1341217_09012025071033_WEB.xml,2026-06-04T17:29:15+00:00
2024Q4,31-DEC-2024,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,FMCG,Nifty 50,23.23,19.48,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195764_1354026_20012025095412_WEB.xml,2026-05-22T17:02:14+00:00
2024Q4,31-DEC-2024,TATAELXSI,Tata Elxsi Limited,IT,Midcap,13.27,7.51,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194085_1340327_09012025122241_WEB.xml,2026-06-04T17:29:21+00:00
2024Q4,31-DEC-2024,TATAPOWER,Tata Power Company Limited,Power,Nifty Next 50,9.46,16.03,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195430_1351769_20012025121540_WEB.xml,2026-05-22T16:55:46+00:00
2024Q4,31-DEC-2024,TATASTEEL,Tata Steel Limited,Metals,Nifty 50,19.04,23.7,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195719_1353778_20012025071341_WEB.xml,2026-05-22T17:02:23+00:00
2024Q4,31-DEC-2024,TCS,Tata Consultancy Services Limited,IT,Nifty 50,12.68,10.91,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195204_1350102_17012025065221_WEB.xml,2026-05-22T17:02:31+00:00
2024Q4,31-DEC-2024,TECHM,Tech Mahindra Limited,IT,Nifty 50,24.2,30.74,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195761_1353995_20012025092145_WEB.xml,2026-05-22T17:02:39+00:00
2024Q4,31-DEC-2024,TIINDIA,Tube Investments of India Limited,Auto,Midcap,28.24,15.04,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195633_1374259_07022025025538_WEB.xml,2026-06-04T17:29:26+00:00
2024Q4,31-DEC-2024,TITAN,Titan Company Limited,Consumer Goods,Nifty 50,18.11,11.55,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194746_1359896_24012025105246_WEB.xml,2026-05-22T17:02:48+00:00
2024Q4,31-DEC-2024,TORNTPHARM,Torrent Pharmaceuticals Limited,Pharma,Midcap,16.17,8.35,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194895_1347516_16012025042708_WEB.xml,2026-06-04T17:29:31+00:00
2024Q4,31-DEC-2024,TORNTPOWER,Torrent Power Limited,Power,Midcap,9.94,21.21,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194523_1344236_13012025063726_WEB.xml,2026-06-04T17:29:37+00:00
2024Q4,31-DEC-2024,TRENT,Trent Limited,Retail,Nifty Next 50,21.68,15.29,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194480_1343816_13012025044240_WEB.xml,2026-05-22T16:55:55+00:00
2024Q4,31-DEC-2024,TVSMOTOR,TVS Motor Company Limited,Auto,Nifty Next 50,21.21,20.0,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1550635_16102025055548_WEB.xml,2026-06-04T18:22:18+00:00
2024Q4,31-DEC-2024,ULTRACEMCO,UltraTech Cement Limited,Cement,Nifty 50,17.48,15.16,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195561_1352642_20012025041851_WEB.xml,2026-05-22T17:02:56+00:00
2024Q4,31-DEC-2024,UNIONBANK,Union Bank of India,Banking,Midcap,6.46,11.94,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194891_1347479_16012025041343_WEB.xml,2026-06-04T17:29:42+00:00
2024Q4,31-DEC-2024,UNITDSPR,United Spirits Limited,FMCG,Nifty Next 50,15.93,13.55,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195885_1354843_21012025024730_WEB.xml,2026-06-04T18:22:23+00:00
2024Q4,31-DEC-2024,UPL,UPL Limited,Chemicals,Nifty 50,35.46,18.89,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194667_1345553_15012025110958_WEB.xml,2026-05-22T17:03:04+00:00
2024Q4,31-DEC-2024,VBL,Varun Beverages Limited,FMCG,Nifty Next 50,25.26,7.02,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194126_1340629_09012025031653_WEB.xml,2026-06-04T18:22:28+00:00
2024Q4,31-DEC-2024,VEDL,Vedanta Limited,Metals,Nifty Next 50,12.02,15.49,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194763_1346406_15012025053958_WEB.xml,2026-06-04T18:22:33+00:00
2024Q4,31-DEC-2024,VOLTAS,Voltas Limited,Consumer Durables,Midcap,21.31,34.61,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195001_1348546_17012025114514_WEB.xml,2026-06-04T17:29:48+00:00
2024Q4,31-DEC-2024,WIPRO,Wipro Limited,IT,Nifty 50,10.3,8.21,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194633_1345269_14012025060009_WEB.xml,2026-05-22T17:03:12+00:00
2024Q4,31-DEC-2024,YESBANK,Yes Bank Limited,Banking,Midcap,26.74,38.84,https://nsearchives.nseindia.com/corporate/xbrl/SHP_194677_1345619_15012025115058_WEB.xml,2026-05-22T16:49:23+00:00
2024Q4,31-DEC-2024,ZEEL,Zee Entertainment Enterprises Limited,Media,Midcap,20.05,17.99,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195702_1353672_20012025065240_WEB.xml,2026-05-22T16:49:31+00:00
2024Q4,31-DEC-2024,ZYDUSLIFE,Zydus Lifesciences Limited,Pharma,Nifty Next 50,7.53,10.65,https://nsearchives.nseindia.com/corporate/xbrl/SHP_195395_1351557_20012025110929_WEB.xml,2026-06-04T18:22:40+00:00
2025Q1,31-MAR-2025,ABB,ABB India Limited,Capital Goods,Nifty Next 50,10.28,7.02,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196748_1411708_10042025041259_WEB.xml,2026-05-22T16:49:38+00:00
2025Q1,31-MAR-2025,ABCAPITAL,Aditya Birla Capital Limited,Financial Services,Midcap,8.8,9.78,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198781_1421386_21042025045722_WEB.xml,2026-06-04T17:22:08+00:00
2025Q1,31-MAR-2025,ABFRL,Aditya Birla Fashion and Retail Limited,Retail,Midcap,22.19,14.64,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198043_1427521_29042025030154_WEB.xml,2026-06-04T17:22:13+00:00
2025Q1,31-MAR-2025,ACC,ACC Limited,Cement,Midcap,4.83,24.92,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197009_1413422_12042025070132_WEB.xml,2026-06-04T17:22:18+00:00
2025Q1,31-MAR-2025,ADANIENT,Adani Enterprises Limited,Conglomerate,Nifty 50,11.71,6.86,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196798_1412032_10042025072608_WEB.xml,2026-06-04T18:22:44+00:00
2025Q1,31-MAR-2025,ADANIGREEN,Adani Green Energy Limited,Power,Nifty Next 50,12.45,2.4,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196631_1410926_09042025041139_WEB.xml,2026-05-22T16:49:46+00:00
2025Q1,31-MAR-2025,ADANIPORTS,Adani Ports and Special Economic Zone Limited,Infrastructure,Nifty 50,13.43,14.73,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196800_1412088_10042025091441_WEB.xml,2026-06-04T18:22:49+00:00
2025Q1,31-MAR-2025,ADANIPOWER,Adani Power Limited,Power,Nifty Next 50,12.37,1.65,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196796_1411985_10042025062808_WEB.xml,2026-05-22T16:49:55+00:00
2025Q1,31-MAR-2025,ALKEM,Alkem Laboratories Limited,Pharma,Midcap,9.41,19.42,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197732_1417319_17042025043925_WEB.xml,2026-06-04T17:22:24+00:00
2025Q1,31-MAR-2025,AMBUJACEM,Ambuja Cements Limited,Cement,Nifty Next 50,8.6,17.3,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197169_1414395_15042025121737_WEB.xml,2026-05-22T16:50:03+00:00
2025Q1,31-MAR-2025,APLAPOLLO,APL Apollo Tubes Limited,Metals,Midcap,31.78,16.74,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1486921_18072025055410_WEB.xml,2026-06-04T17:22:29+00:00
2025Q1,31-MAR-2025,APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Nifty 50,42.74,22.29,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196718_1411557_10042025022517_WEB.xml,2026-06-04T18:22:54+00:00
2025Q1,31-MAR-2025,ASHOKLEY,Ashok Leyland Limited,Auto,Midcap,23.5,14.06,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197323_1415316_16042025100103_WEB.xml,2026-06-04T17:22:34+00:00
2025Q1,31-MAR-2025,ASIANPAINT,Asian Paints Limited,Consumer Goods,Nifty 50,12.22,15.58,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198200_1419133_18042025062637_WEB.xml,2026-06-04T18:22:59+00:00
2025Q1,31-MAR-2025,ASTRAL,Astral Limited,Consumer Durables,Midcap,20.17,14.76,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198038_1418571_18042025033131_WEB.xml,2026-06-04T17:22:39+00:00
2025Q1,31-MAR-2025,ATGL,Adani Total Gas Limited,Oil & Gas,Nifty Next 50,13.22,6.23,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196799_1412057_10042025080514_WEB.xml,2026-05-22T16:50:11+00:00
2025Q1,31-MAR-2025,AUBANK,AU Small Finance Bank Limited,Banking,Midcap,35.58,27.17,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198244_1419298_18042025080152_WEB.xml,2026-06-04T17:22:45+00:00
2025Q1,31-MAR-2025,AUROPHARMA,Aurobindo Pharma Limited,Pharma,Midcap,15.33,26.23,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197288_1415039_15042025054751_WEB.xml,2026-06-04T17:22:51+00:00
2025Q1,31-MAR-2025,AXISBANK,Axis Bank Limited,Banking,Nifty 50,43.94,40.88,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196664_1417284_17042025043030_WEB.xml,2026-06-04T18:23:04+00:00
2025Q1,31-MAR-2025,BAJAJ-AUTO,Bajaj Auto Limited,Auto,Nifty 50,11.61,10.99,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198621_1448905_23052025054327_WEB.xml,2026-06-04T18:23:09+00:00
2025Q1,31-MAR-2025,BAJAJFINSV,Bajaj Finserv Limited,Financial Services,Nifty 50,7.52,9.01,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198497_1420256_19042025073856_WEB.xml,2026-06-04T18:23:19+00:00
2025Q1,31-MAR-2025,BAJAJHLDNG,Bajaj Holdings & Investment Limited,Financial Services,Nifty Next 50,10.56,7.29,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198291_1419492_19042025113955_WEB.xml,2026-05-22T16:50:19+00:00
2025Q1,31-MAR-2025,BAJFINANCE,Bajaj Finance Limited,Financial Services,Nifty 50,21.46,14.87,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197534_1416325_16042025065739_WEB.xml,2026-06-04T18:23:14+00:00
2025Q1,31-MAR-2025,BALKRISIND,Balkrishna Industries Limited,Auto,Midcap,11.46,23.78,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198313_1419582_19042025121547_WEB.xml,2026-06-04T17:22:56+00:00
2025Q1,31-MAR-2025,BANKBARODA,Bank of Baroda,Banking,Nifty Next 50,8.98,18.23,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196602_1410794_09042025024441_WEB.xml,2026-05-22T16:50:28+00:00
2025Q1,31-MAR-2025,BEL,Bharat Electronics Limited,Defence,Nifty Next 50,17.56,20.88,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196770_1411814_10042025050311_WEB.xml,2026-05-22T16:50:36+00:00
2025Q1,31-MAR-2025,BERGEPAINT,Berger Paints (I) Limited,Consumer Goods,Midcap,5.75,10.11,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197376_1438056_13052025115803_WEB.xml,2026-06-04T17:23:01+00:00
2025Q1,31-MAR-2025,BHARATFORG,Bharat Forge Limited,Auto,Midcap,16.07,30.35,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198602_1420638_21042025115132_WEB.xml,2026-06-04T17:23:06+00:00
2025Q1,31-MAR-2025,BHARTIARTL,Bharti Airtel Limited,Telecom,Nifty 50,25.42,19.35,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198344_1419722_19042025011121_WEB.xml,2026-06-04T18:23:29+00:00
2025Q1,31-MAR-2025,BHEL,Bharat Heavy Electricals Limited,Capital Goods,Midcap,7.19,16.35,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196327_1408503_04042025043733_WEB.xml,2026-06-04T17:23:12+00:00
2025Q1,31-MAR-2025,BIOCON,Biocon Limited,Pharma,Midcap,5.66,15.72,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197204_1414607_15042025030542_WEB.xml,2026-06-04T17:23:17+00:00
2025Q1,31-MAR-2025,BOSCHLTD,Bosch Limited,Auto,Nifty Next 50,6.1,16.01,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197644_1416926_17042025021347_WEB.xml,2026-05-22T16:50:44+00:00
2025Q1,31-MAR-2025,BPCL,Bharat Petroleum Corporation Limited,Oil & Gas,Nifty 50,14.58,22.24,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197427_1415763_16042025033233_WEB.xml,2026-06-04T18:23:24+00:00
2025Q1,31-MAR-2025,BRITANNIA,Britannia Industries Limited,FMCG,Nifty 50,15.72,18.26,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198587_1420585_21042025112115_WEB.xml,2026-06-04T18:23:35+00:00
2025Q1,31-MAR-2025,BSE,BSE Limited,Financial Services,Midcap,16.78,12.33,https://nsearchives.nseindia.com/corporate/xbrl/-,2026-06-04T17:23:22+00:00
